t,px,py,pz,vx,vy,vz
0.000199872487403516,7.283586153994491e-05,-4.176297448452814e-06,0.0009408689651057232,0.004131983578612284,-0.0023806723726440197,0.0026835449568597316
0.00020095543222395425,7.302175858811082e-05,-4.186938945435031e-06,0.0009432147875189282,0.004119164314949883,-0.002373337656013992,0.002673278412702319
0.00020203842663046344,7.320704980975389e-05,-4.1975479968059325e-06,0.0009455519652641448,0.004106462998176897,-0.0023660706361453856,0.0026631010212174932
0.00020312146216412756,7.339173739112428e-05,-4.208124428309214e-06,0.0009478803958332231,0.004093878073677293,-0.0023588703875077905,0.002653011477497844
0.00020420454722027814,7.357583207988926e-05,-4.218668248907108e-06,0.0009502000705014817,0.004081407685385424,-0.0023517358676434885,0.002643008355324081
0.00020528766815535067,7.375933679679368e-05,-4.229176294787508e-06,0.0009525112175227925,0.004069050292816935,-0.0023446661437402233,0.0026330905327436147
0.00020637085108968938,7.39422483234244e-05,-4.2396513454575564e-06,0.0009548142067051167,0.004056803855676483,-0.0023376600662335044,0.002623256543854967
0.00020745405966725818,7.412456052438934e-05,-4.25008894943988e-06,0.0009571089579568433,0.004044667161872522,-0.002330716938223814,0.00261350563477013
0.00020853731977847213,7.430627101147215e-05,-4.2604963272156334e-06,0.0009593953991335601,0.004032638307537572,-0.002323835666885344,0.0026038364454008503
0.00020962062209387017,7.448740198460594e-05,-4.27087087049547e-06,0.0009616735524308826,0.004020715878014999,-0.0023170154119815474,0.0025942479840181704
0.00021070394654213668,7.466795430143103e-05,-4.281211216101297e-06,0.0009639434486556847,0.004008898592090508,-0.002310255473621635,0.002584739380370164
0.0002117873480551313,7.4847938067043e-05,-4.2915160969618155e-06,0.0009662053938642109,0.003997184372116439,-0.002303554630835875,0.002575309135079391
0.0002128707804596923,7.502733243063742e-05,-4.301786010566867e-06,0.0009684594271427813,0.003985572301878618,-0.0022969123818649233,0.0025659565842604385
0.00021395425078619057,7.520614820516071e-05,-4.3120263900827e-06,0.0009707057260834453,0.0039740608564892,-0.0022903278467256045,0.00255668061511655
